# 직접 읽은 저장 초록의 판단. 자동 분류·외부 LLM 추론 없이 작성.
AR-016954-A1|LINK|polymerization|단분산 고분자 입자를 시드로 현탁 중합한다. 입경별 중복 원리를 만들지 않는다.
AR-016965-A1|LINK|enzyme-catalysis|산화환원 효소와 전자 공여체를 염모에 사용한다. 별도 보관·사용 시 혼합은 공정 구성이다.
AR-017078-A1|LINK|receptor-ligand-modulation|FP 작용제를 명시한다. 골질환 치료 효능은 특허 주장으로 구분한다.
AR-017114-A1|DESIGN_ONLY||벨트와 윤곽 스페이서로 금속 피복을 감는 장치. 소성 변형의 정도·재료 조건은 없다.
AR-017165-A1|LINK|polymerization|폴리프로필렌에 라디칼 그래프트 중합. 기재 표면 개시점에서 성장하는 표면 그래프트와 구별한다.
AR-017185-A1|DESIGN_ONLY||덩어리 분쇄·계량·측면 공급·압출기의 연속 배치와 연결 어댑터.
AR-017211-A1|LINK|raman-spectroscopy,nuclear-magnetic-resonance,absorption-spectroscopy,diffraction|수화물을 라만·고체 NMR·적외선·분말 X선 회절로 식별한다. 수화물 제조 기구나 효능은 별도 확인한다.
AR-017230-A1|DEFER||금속단백분해효소 관련 질환용 화합물이나 초록 대부분이 누락된 구조식의 치환기다. 구체 억제 작용을 확인한다.
AR-017237-A1|DESIGN_ONLY||대향 코일과 자석으로 밸브를 여닫는 배치. 가동 코일 로런츠 힘과 자석 구배력의 실제 구성을 추가 확인한다.
AR-017297-A1|LINK|capillary-wicking|포화도가 다른 흡수층 사이의 모세관 수송을 명시한다. 투과도와 포화도의 복잡한 성능 주장은 일반화하지 않는다.
AR-017351-A1|LINK|radioactive-decay|봉입된 방사성 동위원소를 방사선원으로 이용한다. 의료 효능·선량·제조 조건을 보편 효과로 옮기지 않는다.
AR-017355-A1|LINK|coordination-complexation|펄프 처리·세척 중 킬레이트제를 넣는 응용. 구체 리간드·금속의 선택성은 별도 확인한다.
AR-017447-A2|DESIGN_ONLY||스텐트 축 방향 굽힘 유연성과 끝단 반경 강성을 다르게 배치한다. 형상기억 재료나 음의 푸아송비는 명시되지 않았다.
AR-017483-A1|DEFER||서브픽셀 위치를 바꿔 반복 렌더링한다. 결합·가중 평균 방식이 없어 초해상도나 안티앨리어싱 구현을 확정하지 않는다.
AR-017530-A1|DEFER||산화 가능한 유기물을 광·열로 활성화한다. 화합물·산소 소모 경로가 없고 온도 표기가 불명확하다.
AR-017553-A1|LINK|mechanical-interlocking|끼움부로 진열대 모듈을 수직·측면 결합한다.
AR-017594-A1|DESIGN_ONLY||서로 반대 나선과 스크레이퍼를 결합해 사료를 이송·혼합한다. 카오스 이류를 입증하지 않는다.
AR-017624-A1|DESIGN_ONLY||복수 공조 날개를 연결해 그룹별 방향을 조절하는 구조.
AR-017680-A1|DEFER||식물 세포 배양과 생장 조절제로 탁산 생산을 늘리는 구성. 생합성 경로·조절 표적을 확인하며 미생물 발효와 구별한다.
AR-017681-A1|DEFER||치즈·유화제·증점제의 체적 증가 배합. 기체 도입·기포 안정화 기구는 명시되지 않았다.
AR-017781-A1|LINK|vibration-isolation,porous-sound-absorption|질량–스프링–질량 구조와 미네랄울을 조합한 차음. 구조 절연과 다공성 흡음을 구별한다.
AR-017803-A1|DESIGN_ONLY||거꾸로 세우도록 둥근 용기 바닥·평평한 뚜껑·복수 마개를 배치한다. 탄성 밀봉 재료는 불명확하다.
AR-017817-A1|DEFER||두 항균 성분을 포함한 탈취 조성. 살균 경로나 임상 효과를 초록에서 확인할 수 없다.
AR-017822-A1|DEFER||주철 접종제의 성분 조합. 이종 핵생성의 실제 핵·계면 역할은 설명되지 않는다.
AR-017865-A1|DEFER||실리콘 고분자 첨가로 압출성을 개선한다는 조성. 벽면 미끄럼·점도 변화의 기여를 구별할 근거가 없다.
AR-017871-A1|LINK|hydraulic-force-transmission|가압 유체로 피스톤과 보조 실린더를 작동하는 프레스. PLC가 있다는 사실만으로 피드백 알고리즘을 단정하지 않는다.
AR-017874-A1|DESIGN_ONLY||통신 분배 모듈을 깊이·폭 방향으로 엇갈리게 배치한 캐비닛.
AR-017880-A1|DEFER||폴리아크릴레이트가 칼슘·불소 상호작용에 따른 유효 불소 손실을 줄인다는 배합. 흡착·착물화·침전 억제 중 지배 기구가 불명확하다.
AR-017905-A1|DEFER||살균제 병용 상승효과 주장과 화합물 범위. 표적·작동 기구가 없다.
AR-017951-A1|LINK|fluid-turbine-conversion|사보니우스형 수직축 로터로 바람 에너지를 선박 구동에 쓴다. 연속 동력은 바람에서 공급된다.
AR-017971-A1|DEFER||항알레르기 전구약물과 생체이용률 주장. 활성화 반응이나 결합 표적은 제시되지 않는다.
AR-017998-A1|LINK|distillation|극저온 증류탑의 기액 접촉 충전 구조. 정적 편향판을 동력 공급 팬으로 오독하지 않는다.
AR-018010-A1|DEFER||성장호르몬 분비 촉진 화합물의 구조식이 잘렸다. 수용체 종류·결합 작용을 단정하지 않는다.
AR-018040-A1|DESIGN_ONLY||카드의 응답 지연을 허용 구간과 비교해 접근을 거절한다. 거리 측정·암호 도전응답의 보장으로 확대하지 않는다.
AR-018045-A1|LINK|biomolecular-recognition|PP13 항원과 항체의 선택적 결합. 진단 정확도나 임신 합병증 예측 성능은 별도 검증이다.
AR-018046-A1|DESIGN_ONLY||Y형 링크·가이드·안정화 막대로 잠금봉을 움직인다. 구체 힘 증폭 비율은 주어지지 않는다.
AR-018069-A1|DESIGN_ONLY||압연기 프레임에 추가 보와 측벽 연결을 배치하는 구조.
AR-018072-A1|DESIGN_ONLY||흡수제품의 주·보조 체결부와 수동 측면 연결. 체결 재료·접착 방식이 불명확하다.
AR-018105-A1|LINK|catalysis|유기 촉매를 포함한 표백 조성. 라디칼 생성이 명시되지 않아 고도 산화로 자동 연결하지 않는다.
AR-018106-A1|LINK|polymerization,hydrolysis|아미노니트릴과 물의 반응 및 후축합으로 고분자 혼합물을 만든다. 단계별 열·압력 조건을 보편 처방으로 복사하지 않는다.
AR-018115-A1|DEFER||자외선 필터 병용의 상승효과 주장. 흡수·광안정화의 실제 상호작용은 없다.
AR-018149-A1|DEFER||첨가제로 아스팔트의 연화·응집을 억제하는 배합. 명확한 상전이·표면 기구가 없다.
AR-018178-A1|LINK|enzyme-inhibition|스테로이드 설파타아제 억제 작용을 명시한다. 화합물별 중복 효과를 만들지 않는다.
AR-018198-A1|DEFER||약물 용액의 안정화 배합과 여러 효능 주장. EDTA가 있다는 이유만으로 안정화 지배 기구를 착물화로 확정하지 않는다.
AR-018229-A1|DEFER||피부 비타민 C 도포의 콜라겐 전환 주장. 구체 효소·반응 경로가 제시되지 않는다.
AR-018252-A1|DEFER||수용성 고분자 고체 분산으로 용출이 개선된다는 제형. 결정성·입경·젖음의 기여가 불명확하다.
AR-018265-A1|DEFER||유전자변형 작물과 농약의 조합. 발현 유전자·단백질의 작용 표적은 명시되지 않았다.
AR-018269-A1|DEFER||기생충 방제 화합물과 적용 주장. 분자 작용 경로가 없다.
AR-018304-A2|LINK|fermentation|생산 균주의 발효로 클라불란산을 얻는다. 균주별 생산량·의학 효과를 일반화하지 않는다.
AR-018419-A1|LINK|fluid-turbine-conversion|풍력 로터의 회전을 편심 전달계로 양수에 사용한다. 펌프의 구체 압력 생성 방식은 별도다.
AR-018447-A1|LINK|acousto-optic-modulation|복굴절 광도파관과 음향 도파관의 모드 변환. 특정 파장·치수의 성능 주장을 일반 조건으로 쓰지 않는다.
AR-018478-A1|LINK|enzyme-catalysis|아밀라아제를 세제에 사용한다. 아밀라아제가 지방을 직접 가수분해한다는 설명으로 바꾸지 않는다.
AR-018496-A1|LINK|plasticization|PVDF에 가소제·탄성체를 배합한다. 유연성 증가와 모든 환경의 내약품성을 동일시하지 않는다.
AR-018502-A1|LINK|lock-in-detection,hilbert-quadrature|동상·직교 동기 검파와 역 힐베르트 위상 변환·지연 보상으로 TV 간섭 성분을 처리한다. 모든 잡음 제거를 보장하지 않는다.
AR-018513-A1|LINK|fusion-welding,barrier-coating|용접 적층과 스테인리스 피복으로 공정 유체로부터 모재를 보호한다. 피복 결함·잔류 변형은 별도 조건이다.
AR-018535-A1|DEFER||항체 단편에 고분자를 결합해 체류 시간을 늘리는 제안. 수력학적 크기·신장 제거·수용체 작용의 기여를 구별해야 한다.
AR-018539-A1|LINK|wetting-control|친수성 안쪽과 소수성 바깥쪽을 갖는 흡수제품 장벽. 표면 구조가 없어 연잎형 초발수로 분류하지 않는다.
AR-018547-A1|LINK|mechanical-interlocking|맞물린 피니언·랙과 잠금으로 기록지 지지대를 이동·고정한다. 전체 제품의 센싱 방식은 불명확하다.
AR-018635-A1|DEFER||칼슘 강화 두유의 셀룰로스·카라기난 안정화 배합. 연결망·전하·현탁의 기여가 확인되지 않는다.
AR-018719-A1|DEFER||레닌 억제라는 제목과 달리 초록은 구조식 참조·적응증만 제공한다. 실제 표적 작용은 원문 확인 대상으로 남긴다.
AR-018743-A1|LINK|catalysis,polymerization|전이금속 촉매를 이용한 올레핀 중합. 특정 금속 조합마다 새로운 원리를 만들지 않는다.
AR-018750-A1|DESIGN_ONLY||외측 관형 식품층과 내측 식품층의 이중 구성. 형성 과정의 물리·화학 기구가 없다.
AR-018806-A1|LINK|mechanical-interlocking,elastomer-contact-sealing|탄성 래칫 체결과 고무 관 압축으로 고정·밀봉한다.
AR-018813-A1|DESIGN_ONLY||금속 보강 삽입체·플라스틱 필터 하우징·나사식 덮개. 실제 여과재와 포집 기구는 없다.
AR-018851-A1|DEFER||초흡수재와 미세 친수성 섬유의 흡수 성능. 재료 조성·팽윤·모세관 기여를 구분할 추가 자료가 필요하다.
