# page-000006: 직접 읽은 초록의 판단. 빈 초록은 이 파일에 넣지 않는다.
AR-022101-A1|DESIGN_ONLY||캐시된 화면의 수동·자동 재생과 음악 동기화 UI다. 캐시 교체 정책이나 새 정보처리 원리를 추정하지 않는다.
AR-022117-A1|LINK|mechanical-interlocking|재체결 가능한 기계적 이음과 접근 방지 덮개를 사용한다. 접착제를 썼다는 사실로 특정 접착 화학을 단정하지 않는다.
AR-022120-A1|DESIGN_ONLY||절단·이송·접합을 단일 가변속 롤에 결합한다. 서보 구동의 구체 검출·제어 법칙은 초록에 없다.
AR-022138-A1|DESIGN_ONLY||접힌 기재에 무장력 탄성재를 붙인 후 펼쳐 장력을 만드는 공정 순서다. 특정 재료의 탄성 법칙·수치가 제시되지는 않는다.
AR-022166-A1|LINK|mechanical-interlocking|안전 부품이 배출 레버에 걸려 움직임을 구속한다. 용기 종류별 새 원리를 만들지 않는다.
AR-022172-A1|DEFER||개인별 EEG 분포 적응과 아티팩트 제거를 제안하지만 학습·추정·필터링 알고리즘이 명시되지 않았다.
AR-022179-A4|DEFER||명시된 망눈으로 입자를 걸러내는 체거름이다. 섬유의 확산 포집·한외여과와 구분해 공극 크기 배제 원리를 검토한다.
AR-022225-A1|DEFER||RC 지연으로 트라이액 점호 시점을 조절하는 교류 위상 제어다. PWM·시분할 정보 다중화와 구분해 전력 제어 항목을 검토한다.
AR-022226-A1|DESIGN_ONLY||고정 시간 간격의 접근 목록·포인터·보간으로 가변 길이 압축 데이터의 재생 위치를 찾는다. 압축 원리 자체는 미기재다.
AR-022285-A1|LINK|mechanical-interlocking|신발 갑피의 가장자리를 밑창 홈에 끼워 구속하고 내부 부품을 굽혀 분리한다.
AR-022296-A1|LINK|mechanical-interlocking|탄성 링의 돌출 팔이 회전자 홈에 들어가 축 방향 이동을 막는다. 탄성 부품별 중복 효과를 만들지 않는다.
AR-022319-A1|LINK|crystallization,hydrolysis,receptor-ligand-modulation|가수분해 후 결정 다형을 얻고 베타 아드레날린 수용체 작용을 명시한다. 치료 효과는 특허 주장이고 XRD 수치를 일반 조건으로 확장하지 않는다.
AR-022379-A1|DEFER||제초 화합물의 구조 범위와 용도를 나열한다. 표적·반응 기작은 초록에서 확인할 수 없다.
AR-022424-A1|LINK|enzyme-inhibition|TACE·MMP 효소 저해를 명시한다. 질환별 제품 효과를 별도 과학 원리로 추가하지 않는다.
AR-022427-A1|LINK|enzyme-inhibition|트립타아제 세린 프로테아제 저해를 명시한다. 선택성과 치료 효능은 추가 실증이 필요한 주장이다.
AR-022439-A1|DESIGN_ONLY||선두 비트 전 반대 전압 구간을 두는 직렬 통신 프레이밍이다. 오류 정정·장벽 합의·맨체스터 부호로 단정하지 않는다.
AR-022483-A1|LINK|surfactant-action,gelation|계면활성제 세정과 가교 알기네이트 캡슐을 명시한다. 방출 경로나 가교 이온은 초록에 없어 덧붙이지 않는다.
AR-022504-A4|LINK|fourier-conduction|얼음 식품과 음료를 분리하는 벽을 통해 열이 전달된다. 용기 통합을 별도 냉동 원리로 분류하지 않는다.
AR-022524-A1|LINK|surfactant-action|계면활성제로 안정화한 기포가 포함된 유성 시추액이다. 미세 균열 밀봉 성능과 정확한 기포 변형 경로는 추가 확인 대상이다.
AR-022531-A1|LINK|time-of-flight|알려진 비트열의 전송 지연으로 위성까지 경로 길이를 계산한다. 속도 측정이 있다는 이유로 도플러를 추정하지 않는다.
AR-022559-A1|LINK|pressure-driven-flow|축류 팬의 공기 유동으로 떨어진 해충을 포집망에 이송한다. 기계적 브러싱·망 충돌은 장치 구성으로 구분한다.
AR-022560-A1|DESIGN_ONLY||상하수 배관을 미리 조립한 건축 패널이다. 표준화·조립 공정상의 구성으로 보존한다.
AR-022572-A1|DEFER||분배재와 흡수재를 나란히 배치한다. 흡수재 조성·모세관 구조가 불명확해 모세관 침투나 팽윤을 단정하지 않는다.
AR-022580-A1|DEFER||용제 함유 박막의 단계별 열 건조다. 증발 냉각과 요구 기능이 달라 물질 제거 관점의 통합 범위를 검토한다.
AR-022640-A1|LINK|enzyme-inhibition,receptor-ligand-modulation|NOS 저해제와 NK-1 수용체 길항제를 명시한다. SSRI를 수용체 길항제로 간주하거나 일주기 치료 효능을 확정하지 않는다.
AR-022641-A1|DEFER||역상 에멀션에서 압력에 따라 물을 방출하는 조성이다. 계면 구조 붕괴·방부 반응의 구체 기작은 초록만으로 확정하지 않는다.
